id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
433,2025-12-08,60-69,Masculino,Galapa,Tecnico/Tecnologo,Smartphone,Ninguno,WiFi,4,Incomodo,Nunca,Ninguna,"Mapas, Mensajes",No entiende botones,Dañar celular,No,Poco util,"Correo, Redes sociales, WhatsApp",Mapas,"Viernes, Miercoles, Jueves",Manana,1 vez,45 min,21-40,Universidad,Grupo pequeno,Ninguna,Solo si es gratis,Familia,Si
434,2025-11-24,70-79,Prefiero no decirlo,Barranquilla,Bachillerato,Smartphone,Computador,No tiene,5,Comodo,A veces,Correo,Mensajes,Olvida contrasenas,No entender,Tal vez,Poco util,"Salud, Redes sociales, Gobierno",Redes sociales,"Viernes, Sabado, Miercoles",Tarde,Depende,45 min,11-20,Universidad,Individual,Motricidad,No,Fundacion,Si
435,2025-11-27,60-69,Masculino,Soledad,Profesional,No tiene,Celular,No tiene,1,Muy incomodo,Rara vez,Correo,Mensajes,"No sabe descargar apps, No entiende botones",Estafas,No,No me interesa,"Google Maps, Banca, Redes sociales",Banca,Miercoles,Manana,3 veces o mas,30 min,40+,Barrio,Grupo grande,Ninguna,No,Universidad,Si
436,2025-12-04,50-59,Prefiero no decirlo,Barranquilla,Primaria,Celular basico,Tablet,WiFi,4,Neutral,Rara vez,"Ninguna, WhatsApp, Correo",Mapas,"No entiende botones, Ninguna",Ninguno,No,Util,"Correo, WhatsApp, Salud",Redes sociales,"Miercoles, Jueves",Manana,1 vez,30 min,21-40,Biblioteca,Grupo pequeno,Audicion,Si,Alcaldia,Si
437,2025-12-08,50-59,Femenino,Soledad,Tecnico/Tecnologo,Celular basico,Celular,No tiene,4,Incomodo,Rara vez,WhatsApp,Videos,"No sabe descargar apps, Miedo a danar celular",Estafas,Si,No me interesa,"WhatsApp, Banca",Mapas,Viernes,Noche,Depende,30 min,0-10,Biblioteca,Grupo pequeno,Vista,Si,Fundacion,Si
438,2025-12-01,50-59,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,2,Muy comodo,Rara vez,"Correo, YouTube","Videos, No lo usa","Ninguna, Miedo a danar celular",Estafas,Si,No me interesa,"Compras, Gobierno",Correo,"Lunes, Viernes",Noche,2 veces,30 min,11-20,Barrio,Indiferente,Memoria,Solo si es gratis,Familia,Si
439,2025-12-13,80+,Femenino,Puerto Colombia,Bachillerato,Smartphone,Tablet,WiFi,5,Muy comodo,Nunca,Banca,Videos,Olvida contrasenas,Dañar celular,Tal vez,Util,WhatsApp,Salud,"Martes, Sabado",Noche,1 vez,45 min,40+,Barrio,Indiferente,Ninguna,Si,Empresa privada,No
440,2025-12-09,60-69,Masculino,Barranquilla,Primaria,Smartphone,Celular,No tiene,1,Muy incomodo,Nunca,"YouTube, Banca",Llamadas,No sabe descargar apps,Estafas,Tal vez,Poco util,WhatsApp,Redes sociales,Miercoles,"Tarde, Manana",3 veces o mas,1 hora,21-40,Biblioteca,Individual,Ninguna,Si,Familia,No
441,2025-12-05,70-79,Prefiero no decirlo,Barranquilla,Bachillerato,Smartphone,Computador,No tiene,5,Muy incomodo,A veces,"Correo, WhatsApp","Mapas, Llamadas",Ninguna,Estafas,Si,Poco util,Compras,Mapas,"Miercoles, Lunes, Sabado","Noche, Manana",Depende,1.5 horas,0-10,Biblioteca,Indiferente,Audicion,No,Familia,Si
442,2025-12-04,60-69,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,Celular basico,Tablet,No tiene,4,Muy incomodo,Nunca,"Correo, WhatsApp, Ninguna",Mensajes,"Ninguna, No sabe descargar apps",Ninguno,Tal vez,Muy util,"Google Maps, Banca, WhatsApp",WhatsApp,"Lunes, Sabado","Tarde, Manana",1 vez,1 hora,21-40,Biblioteca,Indiferente,Memoria,Si,Familia,Si
443,2025-12-02,50-59,Prefiero no decirlo,Barranquilla,Profesional,Celular basico,Tablet,WiFi,1,Incomodo,Todos los dias,"Ninguna, Google Maps, YouTube","Mapas, Videos",No entiende botones,Perder dinero,Tal vez,Util,"Compras, Banca",WhatsApp,"Miercoles, Lunes","Manana, Tarde",3 veces o mas,1.5 horas,11-20,Universidad,Grupo grande,Motricidad,Si,Universidad,No
444,2025-11-19,50-59,Prefiero no decirlo,Malambo,Tecnico/Tecnologo,No tiene,Tablet,Datos moviles,2,Muy incomodo,Nunca,"Correo, Google Maps","Videos, No lo usa",Miedo a danar celular,Estafas,Tal vez,Util,"Google Maps, Compras, Gobierno",Mapas,"Martes, Jueves, Lunes","Manana, Tarde",1 vez,1 hora,11-20,Biblioteca,Grupo pequeno,Audicion,No,Universidad,No
445,2025-11-26,60-69,Prefiero no decirlo,Barranquilla,Profesional,No tiene,Tablet,WiFi,1,Muy incomodo,Nunca,"Banca, Correo, Ninguna",Tramites,Ninguna,Perder dinero,Si,Muy util,"Salud, Gobierno, Banca",Banca,"Sabado, Miercoles",Manana,Depende,30 min,0-10,Barrio,Indiferente,Motricidad,No,Alcaldia,No
446,2025-11-14,80+,Masculino,Puerto Colombia,Ninguno,Smartphone,Celular,WiFi,2,Muy incomodo,Nunca,"WhatsApp, Google Maps, Correo",Tramites,Ninguna,Ninguno,Si,Util,"Compras, Google Maps, Salud",Redes sociales,"Jueves, Miercoles, Viernes",Noche,Depende,30 min,11-20,Alcaldia,Grupo grande,Ninguna,No,Universidad,Si
447,2025-12-12,60-69,Prefiero no decirlo,Barranquilla,Primaria,No tiene,Computador,WiFi,5,Neutral,Rara vez,Correo,"Videos, Llamadas",No sabe descargar apps,Perder dinero,Si,Util,Google Maps,WhatsApp,Jueves,"Tarde, Noche",Depende,30 min,0-10,Universidad,Individual,Motricidad,Si,Familia,No
448,2025-11-14,40-49,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,Datos moviles,4,Comodo,Nunca,"Ninguna, WhatsApp, Banca",Mapas,No entiende botones,Perder dinero,Si,Util,"Compras, Salud",Correo,Lunes,"Manana, Tarde",1 vez,1 hora,11-20,Barrio,Grupo pequeno,Audicion,No,Empresa privada,No
449,2025-12-13,70-79,Prefiero no decirlo,Puerto Colombia,Bachillerato,Celular basico,Celular,Datos moviles,4,Comodo,Rara vez,"YouTube, Banca, Google Maps","No lo usa, Llamadas",Miedo a danar celular,Dañar celular,No,Muy util,"Gobierno, Compras, Banca",Mapas,"Martes, Jueves",Tarde,1 vez,45 min,11-20,Universidad,Individual,Vista,Si,Empresa privada,No
450,2025-11-22,40-49,Prefiero no decirlo,Barranquilla,Ninguno,Celular basico,Celular,Datos moviles,3,Muy comodo,Rara vez,Ninguna,"Videos, Tramites",No sabe descargar apps,Ninguno,No,No me interesa,"Compras, Gobierno, Redes sociales",Mapas,"Sabado, Viernes, Jueves",Noche,3 veces o mas,45 min,21-40,Alcaldia,Grupo pequeno,Audicion,No,Familia,Si
451,2025-12-05,40-49,Prefiero no decirlo,Malambo,Ninguno,No tiene,Tablet,WiFi,2,Muy incomodo,Rara vez,Google Maps,Mapas,"Ninguna, No entiende botones",No entender,No,Muy util,"Gobierno, Banca, Salud",Redes sociales,Jueves,"Manana, Tarde",2 veces,45 min,21-40,Biblioteca,Grupo pequeno,Motricidad,Solo si es gratis,Familia,No
452,2025-11-24,50-59,Prefiero no decirlo,Soledad,Ninguno,Smartphone,Computador,WiFi,3,Comodo,Nunca,Ninguna,"Videos, Llamadas",No sabe descargar apps,Ninguno,Tal vez,Util,"Correo, WhatsApp",Correo,"Viernes, Jueves","Tarde, Manana",2 veces,30 min,40+,Alcaldia,Individual,Audicion,Si,Familia,No
453,2025-11-26,60-69,Femenino,Malambo,Bachillerato,Celular basico,Ninguno,No tiene,2,Incomodo,A veces,"Google Maps, WhatsApp, Banca",Mapas,No entiende botones,Estafas,No,No me interesa,"Compras, Salud, WhatsApp",WhatsApp,Jueves,Manana,1 vez,45 min,21-40,Barrio,Individual,Vista,No,Familia,Si
454,2025-11-25,60-69,Femenino,Malambo,Ninguno,Smartphone,Computador,WiFi,4,Comodo,Rara vez,"Banca, YouTube, Correo","No lo usa, Mensajes",Olvida contrasenas,Perder dinero,No,Poco util,"WhatsApp, Salud",Salud,"Viernes, Miercoles","Manana, Noche",Depende,45 min,40+,Alcaldia,Grupo pequeno,Ninguna,Si,Empresa privada,Si
455,2025-11-27,40-49,Prefiero no decirlo,Galapa,Profesional,Celular basico,Celular,WiFi,5,Muy comodo,Nunca,"WhatsApp, Correo","Llamadas, Mensajes",Miedo a danar celular,No entender,Si,Muy util,Redes sociales,Mapas,"Martes, Sabado, Miercoles","Manana, Tarde",1 vez,1.5 horas,0-10,Biblioteca,Grupo pequeno,Vista,Si,Familia,Si
456,2025-12-14,70-79,Femenino,Soledad,Profesional,Smartphone,Computador,WiFi,4,Comodo,A veces,"WhatsApp, YouTube",Mapas,Ninguna,Dañar celular,Tal vez,Poco util,"WhatsApp, Redes sociales, Banca",Correo,"Lunes, Martes","Tarde, Manana",1 vez,1.5 horas,21-40,Universidad,Individual,Audicion,No,Universidad,No
457,2025-11-18,40-49,Masculino,Galapa,Ninguno,Smartphone,Tablet,Datos moviles,4,Muy comodo,Rara vez,WhatsApp,Mensajes,No sabe descargar apps,Ninguno,No,Util,Salud,Mapas,"Jueves, Martes, Miercoles","Noche, Tarde",2 veces,1.5 horas,11-20,Biblioteca,Individual,Ninguna,Si,Familia,No
458,2025-12-01,40-49,Masculino,Soledad,Ninguno,Celular basico,Celular,Datos moviles,5,Muy comodo,Todos los dias,"Ninguna, WhatsApp","Mapas, Llamadas","No sabe descargar apps, Miedo a danar celular",No entender,No,Util,Redes sociales,WhatsApp,"Viernes, Martes",Noche,2 veces,45 min,11-20,Universidad,Grupo grande,Audicion,Si,Fundacion,No
459,2025-12-14,60-69,Prefiero no decirlo,Galapa,Primaria,No tiene,Computador,Datos moviles,5,Incomodo,Nunca,"Ninguna, YouTube, WhatsApp",Videos,"No sabe descargar apps, No entiende botones",Ninguno,No,Poco util,Compras,Correo,"Viernes, Miercoles, Lunes",Manana,1 vez,1 hora,0-10,Biblioteca,Indiferente,Ninguna,Solo si es gratis,Empresa privada,No
460,2025-11-24,50-59,Masculino,Puerto Colombia,Tecnico/Tecnologo,No tiene,Celular,No tiene,1,Neutral,A veces,"Ninguna, Banca","Llamadas, Mapas",Olvida contrasenas,Perder dinero,Si,No me interesa,"Compras, Salud",Banca,"Sabado, Martes, Lunes","Tarde, Noche",1 vez,30 min,40+,Alcaldia,Indiferente,Memoria,Solo si es gratis,Universidad,No
461,2025-11-28,70-79,Prefiero no decirlo,Soledad,Bachillerato,Celular basico,Tablet,Datos moviles,1,Muy comodo,A veces,"Banca, WhatsApp, Correo",No lo usa,Olvida contrasenas,Estafas,No,Poco util,Redes sociales,Salud,"Sabado, Viernes","Noche, Tarde",1 vez,30 min,0-10,Biblioteca,Grupo grande,Ninguna,Si,Empresa privada,No
462,2025-12-06,60-69,Femenino,Puerto Colombia,Profesional,Celular basico,Ninguno,WiFi,2,Neutral,A veces,Ninguna,No lo usa,Ninguna,Ninguno,Tal vez,No me interesa,Salud,Correo,"Lunes, Miercoles, Jueves",Tarde,1 vez,1 hora,11-20,Universidad,Indiferente,Audicion,No,Fundacion,Si
463,2025-11-14,80+,Femenino,Galapa,Ninguno,Smartphone,Tablet,Datos moviles,5,Muy comodo,A veces,YouTube,Tramites,"Olvida contrasenas, Ninguna",Estafas,No,No me interesa,"Correo, Salud, Gobierno",Mapas,Viernes,"Tarde, Noche",3 veces o mas,45 min,0-10,Biblioteca,Grupo grande,Ninguna,Si,Familia,Si
464,2025-11-15,40-49,Masculino,Puerto Colombia,Profesional,Smartphone,Celular,WiFi,5,Neutral,Rara vez,"WhatsApp, Ninguna","Mensajes, Mapas","No entiende botones, Olvida contrasenas",Dañar celular,Tal vez,Muy util,"Redes sociales, Banca",WhatsApp,Sabado,Tarde,2 veces,1.5 horas,40+,Barrio,Grupo pequeno,Memoria,No,Empresa privada,Si
465,2025-12-14,80+,Masculino,Soledad,Primaria,Celular basico,Celular,WiFi,3,Incomodo,Todos los dias,"Banca, Ninguna",No lo usa,"Ninguna, No entiende botones",Ninguno,No,Util,"WhatsApp, Google Maps",Mapas,Martes,"Tarde, Manana",2 veces,1 hora,40+,Alcaldia,Individual,Motricidad,Solo si es gratis,Familia,No
466,2025-11-19,70-79,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Celular basico,Tablet,WiFi,4,Neutral,A veces,"Ninguna, Google Maps, Banca","Videos, No lo usa","Miedo a danar celular, Ninguna",Dañar celular,No,Muy util,Compras,Mapas,Martes,Manana,1 vez,45 min,21-40,Universidad,Grupo pequeno,Ninguna,Solo si es gratis,Universidad,Si
467,2025-11-14,50-59,Femenino,Barranquilla,Tecnico/Tecnologo,Celular basico,Celular,WiFi,1,Neutral,A veces,"WhatsApp, Banca",No lo usa,"Ninguna, Miedo a danar celular",Estafas,Tal vez,Poco util,"Compras, Salud",Correo,"Sabado, Jueves, Martes","Noche, Manana",Depende,1.5 horas,40+,Universidad,Indiferente,Audicion,Solo si es gratis,Alcaldia,Si
468,2025-12-03,80+,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,Celular basico,Tablet,WiFi,5,Incomodo,Rara vez,"Banca, WhatsApp, YouTube",Llamadas,Miedo a danar celular,Ninguno,Si,Muy util,"Correo, Gobierno, WhatsApp",WhatsApp,"Sabado, Lunes",Noche,2 veces,1.5 horas,21-40,Alcaldia,Grupo pequeno,Audicion,Solo si es gratis,Familia,No
469,2025-12-03,40-49,Prefiero no decirlo,Soledad,Profesional,Celular basico,Celular,No tiene,4,Incomodo,Rara vez,"Correo, Ninguna","Videos, No lo usa","No sabe descargar apps, Miedo a danar celular",No entender,Si,Muy util,"Google Maps, Correo",WhatsApp,"Sabado, Jueves, Viernes",Noche,1 vez,1.5 horas,0-10,Biblioteca,Indiferente,Vista,Solo si es gratis,Fundacion,Si
470,2025-12-12,70-79,Prefiero no decirlo,Soledad,Bachillerato,Celular basico,Tablet,No tiene,5,Incomodo,Nunca,"YouTube, Ninguna",Tramites,No sabe descargar apps,Perder dinero,Si,No me interesa,"Banca, Redes sociales",Mapas,Viernes,Manana,2 veces,1 hora,21-40,Biblioteca,Grupo pequeno,Motricidad,Solo si es gratis,Empresa privada,No
471,2025-12-01,40-49,Masculino,Galapa,Profesional,Smartphone,Tablet,Datos moviles,3,Incomodo,Nunca,"Google Maps, Ninguna, Banca","Tramites, Llamadas",No sabe descargar apps,Ninguno,No,No me interesa,Google Maps,Correo,Jueves,Manana,1 vez,1 hora,11-20,Alcaldia,Indiferente,Vista,Si,Fundacion,No
472,2025-12-10,80+,Prefiero no decirlo,Puerto Colombia,Bachillerato,Smartphone,Tablet,WiFi,1,Incomodo,A veces,"Ninguna, WhatsApp",Mensajes,No entiende botones,Dañar celular,No,No me interesa,"Gobierno, Correo, Compras",Correo,"Jueves, Miercoles, Martes","Noche, Tarde",2 veces,45 min,40+,Barrio,Individual,Audicion,Si,Empresa privada,No
473,2025-12-07,70-79,Prefiero no decirlo,Barranquilla,Ninguno,No tiene,Computador,WiFi,4,Muy incomodo,A veces,YouTube,Llamadas,Ninguna,Perder dinero,No,Poco util,"WhatsApp, Gobierno, Google Maps",Banca,"Miercoles, Viernes",Manana,2 veces,30 min,40+,Alcaldia,Individual,Audicion,Solo si es gratis,Familia,No
474,2025-12-12,80+,Femenino,Soledad,Profesional,Smartphone,Tablet,No tiene,2,Muy incomodo,Rara vez,WhatsApp,"Mapas, No lo usa",No entiende botones,Estafas,No,Muy util,Banca,Salud,"Lunes, Martes",Manana,1 vez,30 min,40+,Biblioteca,Grupo grande,Ninguna,No,Universidad,Si
475,2025-11-15,80+,Prefiero no decirlo,Soledad,Primaria,Celular basico,Tablet,Datos moviles,4,Neutral,Rara vez,"WhatsApp, YouTube, Correo","Tramites, Llamadas",Olvida contrasenas,Perder dinero,Si,Muy util,"WhatsApp, Compras",Correo,"Jueves, Viernes, Martes","Manana, Tarde",2 veces,45 min,21-40,Alcaldia,Grupo pequeno,Vista,Solo si es gratis,Universidad,No
476,2025-11-14,60-69,Prefiero no decirlo,Galapa,Primaria,No tiene,Celular,WiFi,5,Muy comodo,A veces,Ninguna,"Llamadas, No lo usa",No sabe descargar apps,Estafas,Si,Poco util,Compras,Mapas,"Miercoles, Viernes, Sabado","Tarde, Manana",2 veces,30 min,21-40,Barrio,Grupo pequeno,Vista,Si,Fundacion,Si
477,2025-12-01,40-49,Masculino,Puerto Colombia,Bachillerato,Celular basico,Tablet,No tiene,4,Neutral,Nunca,Banca,Mapas,No sabe descargar apps,No entender,No,Muy util,"Salud, Banca",Banca,"Viernes, Lunes","Tarde, Noche",2 veces,30 min,11-20,Universidad,Individual,Audicion,Si,Alcaldia,Si
478,2025-11-25,60-69,Masculino,Galapa,Ninguno,No tiene,Ninguno,Datos moviles,4,Neutral,Nunca,"Correo, Banca","Videos, No lo usa","Miedo a danar celular, Ninguna",Dañar celular,Tal vez,Muy util,Correo,Salud,"Lunes, Sabado",Noche,1 vez,30 min,0-10,Barrio,Grupo pequeno,Vista,Solo si es gratis,Fundacion,Si
479,2025-12-11,70-79,Masculino,Malambo,Primaria,Celular basico,Tablet,Datos moviles,5,Muy incomodo,Nunca,"WhatsApp, Google Maps, Correo",Mensajes,No entiende botones,Dañar celular,No,Muy util,"Banca, Gobierno",Correo,Jueves,"Manana, Noche",1 vez,1.5 horas,11-20,Universidad,Individual,Vista,No,Empresa privada,No
480,2025-11-29,60-69,Femenino,Galapa,Bachillerato,Smartphone,Tablet,WiFi,1,Muy comodo,Todos los dias,Google Maps,"Mapas, No lo usa","Ninguna, Olvida contrasenas",No entender,Si,Util,WhatsApp,Mapas,Sabado,Noche,Depende,45 min,40+,Universidad,Indiferente,Memoria,No,Universidad,Si
481,2025-12-03,80+,Femenino,Puerto Colombia,Bachillerato,Smartphone,Ninguno,WiFi,1,Muy incomodo,A veces,"Correo, Ninguna",Videos,"Ninguna, No entiende botones",Estafas,Si,Muy util,"Gobierno, Redes sociales",Salud,Miercoles,Manana,3 veces o mas,45 min,0-10,Universidad,Individual,Motricidad,Si,Alcaldia,No
482,2025-11-19,50-59,Femenino,Malambo,Ninguno,No tiene,Celular,No tiene,3,Muy comodo,Todos los dias,"Banca, Ninguna","No lo usa, Mensajes",Miedo a danar celular,No entender,No,No me interesa,"Banca, Compras, Salud",Salud,"Viernes, Miercoles, Lunes","Tarde, Manana",2 veces,45 min,40+,Universidad,Individual,Memoria,No,Familia,No
483,2025-12-07,50-59,Femenino,Malambo,Profesional,Smartphone,Tablet,No tiene,5,Muy comodo,A veces,"Banca, WhatsApp, Correo",Llamadas,"Miedo a danar celular, No sabe descargar apps",Perder dinero,Si,Util,"WhatsApp, Correo",Salud,"Martes, Lunes, Viernes","Manana, Noche",1 vez,1 hora,0-10,Barrio,Grupo pequeno,Motricidad,Solo si es gratis,Familia,No
484,2025-11-16,50-59,Femenino,Barranquilla,Profesional,Smartphone,Computador,No tiene,5,Muy incomodo,Nunca,"Correo, Google Maps, Banca",Mensajes,No sabe descargar apps,Dañar celular,No,Util,"Gobierno, Correo, Google Maps",Salud,Viernes,Manana,1 vez,1 hora,0-10,Alcaldia,Indiferente,Motricidad,No,Alcaldia,Si
485,2025-11-18,50-59,Masculino,Puerto Colombia,Primaria,Celular basico,Ninguno,WiFi,1,Incomodo,Todos los dias,"Banca, Google Maps, YouTube","Tramites, No lo usa",No sabe descargar apps,No entender,No,No me interesa,"WhatsApp, Google Maps, Gobierno",Correo,"Martes, Lunes","Manana, Tarde",1 vez,1 hora,40+,Barrio,Indiferente,Ninguna,Solo si es gratis,Universidad,Si
486,2025-11-29,60-69,Prefiero no decirlo,Puerto Colombia,Ninguno,Smartphone,Computador,No tiene,4,Neutral,Nunca,"Banca, Correo",Videos,Ninguna,No entender,No,Poco util,"Compras, Salud, Correo",Banca,"Miercoles, Viernes, Jueves",Tarde,Depende,1 hora,11-20,Barrio,Indiferente,Vista,Si,Familia,No
487,2025-12-11,70-79,Femenino,Soledad,Tecnico/Tecnologo,No tiene,Tablet,No tiene,4,Neutral,Rara vez,Banca,Videos,"Ninguna, Miedo a danar celular",Ninguno,Si,No me interesa,Correo,Salud,"Martes, Viernes","Noche, Manana",Depende,30 min,0-10,Barrio,Grupo grande,Vista,Si,Alcaldia,Si
488,2025-12-03,80+,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Ninguno,WiFi,2,Incomodo,Todos los dias,"Correo, WhatsApp, Google Maps",Mensajes,Olvida contrasenas,Dañar celular,No,Muy util,"Redes sociales, Compras",Redes sociales,Martes,"Tarde, Noche",Depende,45 min,21-40,Barrio,Individual,Memoria,No,Alcaldia,Si
489,2025-11-22,60-69,Masculino,Barranquilla,Ninguno,Celular basico,Ninguno,WiFi,4,Comodo,Nunca,"YouTube, Google Maps, WhatsApp",Mapas,"Ninguna, Miedo a danar celular",Estafas,Tal vez,Muy util,"Correo, Salud",Correo,Martes,"Noche, Manana",Depende,1.5 horas,21-40,Alcaldia,Grupo pequeno,Ninguna,No,Familia,No
490,2025-12-05,80+,Masculino,Puerto Colombia,Tecnico/Tecnologo,No tiene,Celular,Datos moviles,3,Muy comodo,A veces,"Ninguna, WhatsApp",Llamadas,Ninguna,Perder dinero,Si,No me interesa,"Salud, Redes sociales",Salud,"Lunes, Miercoles, Sabado",Tarde,1 vez,1.5 horas,0-10,Biblioteca,Indiferente,Audicion,No,Empresa privada,Si
491,2025-12-01,50-59,Femenino,Puerto Colombia,Ninguno,Celular basico,Computador,Datos moviles,5,Muy incomodo,Todos los dias,"WhatsApp, Ninguna",Tramites,"Miedo a danar celular, Olvida contrasenas",Ninguno,No,Poco util,WhatsApp,Mapas,"Jueves, Miercoles","Tarde, Noche",Depende,30 min,21-40,Alcaldia,Grupo grande,Audicion,Si,Empresa privada,No
492,2025-12-01,60-69,Masculino,Galapa,Tecnico/Tecnologo,No tiene,Celular,No tiene,4,Neutral,A veces,YouTube,Mapas,Miedo a danar celular,Dañar celular,Tal vez,No me interesa,"Google Maps, Compras",Redes sociales,Jueves,"Noche, Tarde",1 vez,30 min,40+,Universidad,Grupo grande,Audicion,Si,Alcaldia,No
493,2025-12-09,50-59,Femenino,Soledad,Bachillerato,Celular basico,Tablet,Datos moviles,4,Comodo,Todos los dias,"Correo, YouTube","Tramites, Llamadas","No entiende botones, Ninguna",Estafas,Si,Poco util,"Banca, WhatsApp, Google Maps",Correo,"Viernes, Sabado","Manana, Noche",1 vez,30 min,40+,Alcaldia,Indiferente,Memoria,Solo si es gratis,Universidad,Si
494,2025-11-17,40-49,Femenino,Puerto Colombia,Ninguno,Celular basico,Ninguno,WiFi,3,Comodo,Rara vez,"Correo, Google Maps, YouTube","Llamadas, Mensajes",Miedo a danar celular,Estafas,Si,Poco util,Gobierno,Mapas,Jueves,"Noche, Tarde",1 vez,1.5 horas,21-40,Biblioteca,Grupo grande,Motricidad,Solo si es gratis,Universidad,No
495,2025-12-10,40-49,Prefiero no decirlo,Puerto Colombia,Bachillerato,No tiene,Computador,Datos moviles,3,Neutral,Nunca,Ninguna,"Videos, No lo usa","Olvida contrasenas, No sabe descargar apps",Dañar celular,No,Util,Banca,WhatsApp,Martes,Noche,Depende,1 hora,40+,Barrio,Indiferente,Memoria,No,Universidad,Si
496,2025-11-23,60-69,Prefiero no decirlo,Soledad,Profesional,Smartphone,Celular,WiFi,5,Muy comodo,Todos los dias,"YouTube, WhatsApp, Correo","No lo usa, Llamadas",No entiende botones,Ninguno,Tal vez,Util,Correo,Mapas,"Sabado, Martes, Lunes","Noche, Manana",3 veces o mas,45 min,21-40,Biblioteca,Grupo grande,Audicion,No,Alcaldia,Si
497,2025-11-17,40-49,Prefiero no decirlo,Barranquilla,Profesional,Celular basico,Ninguno,No tiene,3,Muy comodo,Nunca,"Google Maps, YouTube","Videos, No lo usa","Olvida contrasenas, Ninguna",No entender,Si,Util,"Redes sociales, Gobierno, WhatsApp",Salud,"Viernes, Martes, Jueves",Manana,3 veces o mas,45 min,0-10,Biblioteca,Indiferente,Ninguna,Solo si es gratis,Empresa privada,No
498,2025-11-19,80+,Prefiero no decirlo,Puerto Colombia,Profesional,No tiene,Tablet,No tiene,5,Muy incomodo,A veces,"Correo, Banca",Mapas,Olvida contrasenas,No entender,No,Util,"Compras, Banca",WhatsApp,Sabado,"Noche, Tarde",2 veces,1 hora,11-20,Biblioteca,Grupo pequeno,Ninguna,No,Universidad,Si
499,2025-12-07,80+,Femenino,Soledad,Primaria,No tiene,Ninguno,WiFi,4,Incomodo,Rara vez,Banca,No lo usa,Miedo a danar celular,Perder dinero,Si,Muy util,WhatsApp,Banca,Martes,Manana,1 vez,1.5 horas,40+,Alcaldia,Indiferente,Vista,Si,Alcaldia,No
500,2025-11-22,70-79,Femenino,Barranquilla,Ninguno,Smartphone,Computador,WiFi,3,Comodo,Nunca,"WhatsApp, YouTube","Videos, Mensajes",Ninguna,Ninguno,Si,No me interesa,"Compras, Gobierno",Correo,"Martes, Sabado, Miercoles","Tarde, Noche",1 vez,30 min,0-10,Biblioteca,Individual,Memoria,No,Universidad,Si
501,2025-12-03,60-69,Masculino,Puerto Colombia,Profesional,Celular basico,Celular,Datos moviles,1,Muy incomodo,Todos los dias,"Ninguna, Correo","Videos, Llamadas",No entiende botones,No entender,Tal vez,Poco util,Banca,Redes sociales,Miercoles,Tarde,3 veces o mas,30 min,40+,Universidad,Indiferente,Vista,Solo si es gratis,Familia,Si
502,2025-12-03,80+,Femenino,Galapa,Profesional,No tiene,Tablet,Datos moviles,5,Incomodo,Todos los dias,"Ninguna, Banca, Correo",Mapas,"No entiende botones, Miedo a danar celular",Ninguno,Tal vez,Muy util,"Gobierno, Compras",Correo,Miercoles,Tarde,Depende,45 min,21-40,Alcaldia,Individual,Ninguna,No,Fundacion,Si
503,2025-11-22,80+,Femenino,Soledad,Primaria,Smartphone,Tablet,Datos moviles,3,Comodo,Rara vez,"WhatsApp, Google Maps",Tramites,Ninguna,Dañar celular,Si,Muy util,"Redes sociales, Google Maps",Correo,"Lunes, Jueves","Tarde, Noche",1 vez,45 min,40+,Universidad,Indiferente,Ninguna,Si,Alcaldia,Si
504,2025-11-27,80+,Femenino,Malambo,Primaria,No tiene,Ninguno,WiFi,4,Neutral,Rara vez,YouTube,"Videos, Tramites",No sabe descargar apps,Estafas,No,Poco util,"Redes sociales, Google Maps, Banca",WhatsApp,"Miercoles, Sabado, Viernes","Manana, Tarde",Depende,45 min,0-10,Biblioteca,Grupo pequeno,Motricidad,No,Alcaldia,Si
505,2025-11-14,40-49,Femenino,Galapa,Bachillerato,No tiene,Computador,Datos moviles,3,Muy incomodo,Todos los dias,YouTube,Videos,"Miedo a danar celular, Ninguna",Ninguno,No,Poco util,"Correo, WhatsApp, Compras",WhatsApp,"Viernes, Sabado",Manana,3 veces o mas,1.5 horas,11-20,Barrio,Grupo pequeno,Memoria,Si,Fundacion,No
506,2025-12-14,70-79,Femenino,Barranquilla,Tecnico/Tecnologo,No tiene,Celular,WiFi,1,Muy comodo,A veces,Banca,Mapas,No entiende botones,Dañar celular,Si,No me interesa,WhatsApp,Redes sociales,"Martes, Jueves",Noche,2 veces,45 min,0-10,Barrio,Indiferente,Vista,No,Familia,No
