id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
462,2025-12-06,60-69,Femenino,Puerto Colombia,Profesional,Celular Basico,Ninguno,Wifi,2,Neutral,A Veces,Ninguna,No Lo Usa,Ninguna,Ninguno,Tal Vez,No Me Interesa,Salud,Correo,"Lunes,Miercoles,Jueves",Tarde,1 Vez,1 Hora,11-20,Universidad,Indiferente,Audicion,No,Fundacion,Si
463,2025-11-14,80+,Femenino,Galapa,Ninguno,Smartphone,Tablet,Datos Moviles,5,Muy Comodo,A Veces,Youtube,Tramites,"Olvida Contrasenas,Ninguna",Estafas,No,No Me Interesa,"Correo,Salud,Gobierno",Mapas,Viernes,"Tarde,Noche",3 Veces O Mas,45 Min,0-10,Biblioteca,Grupo Grande,Ninguna,Si,Familia,Si
464,2025-11-15,40-49,Masculino,Puerto Colombia,Profesional,Smartphone,Celular,Wifi,5,Neutral,Rara Vez,"Whatsapp,Ninguna","Mensajes,Mapas","No Entiende Botones,Olvida Contrasenas",Dañar Celular,Tal Vez,Muy Util,"Redes Sociales,Banca",Whatsapp,Sabado,Tarde,2 Veces,1.5 Horas,40+,Barrio,Grupo Pequeno,Memoria,No,Empresa Privada,Si
465,2025-12-14,80+,Masculino,Soledad,Primaria,Celular Basico,Celular,Wifi,3,Incomodo,Todos Los Dias,"Banca,Ninguna",No Lo Usa,"Ninguna,No Entiende Botones",Ninguno,No,Util,"Whatsapp,Google Maps",Mapas,Martes,"Tarde,Manana",2 Veces,1 Hora,40+,Alcaldia,Individual,Motricidad,Solo Si Es Gratis,Familia,No
466,2025-11-19,70-79,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Celular Basico,Tablet,Wifi,4,Neutral,A Veces,"Ninguna,Google Maps,Banca","Videos,No Lo Usa","Miedo A Danar Celular,Ninguna",Dañar Celular,No,Muy Util,Compras,Mapas,Martes,Manana,1 Vez,45 Min,21-40,Universidad,Grupo Pequeno,Ninguna,Solo Si Es Gratis,Universidad,Si
467,2025-11-14,50-59,Femenino,Barranquilla,Tecnico/Tecnologo,Celular Basico,Celular,Wifi,1,Neutral,A Veces,"Whatsapp,Banca",No Lo Usa,"Ninguna,Miedo A Danar Celular",Estafas,Tal Vez,Poco Util,"Compras,Salud",Correo,"Sabado,Jueves,Martes","Noche,Manana",Depende,1.5 Horas,40+,Universidad,Indiferente,Audicion,Solo Si Es Gratis,Alcaldia,Si
468,2025-12-03,80+,Prefiero No Decirlo,Soledad,Tecnico/Tecnologo,Celular Basico,Tablet,Wifi,5,Incomodo,Rara Vez,"Banca,Whatsapp,Youtube",Llamadas,Miedo A Danar Celular,Ninguno,Si,Muy Util,"Correo,Gobierno,Whatsapp",Whatsapp,"Sabado,Lunes",Noche,2 Veces,1.5 Horas,21-40,Alcaldia,Grupo Pequeno,Audicion,Solo Si Es Gratis,Familia,No
469,2025-12-03,40-49,Prefiero No Decirlo,Soledad,Profesional,Celular Basico,Celular,No Tiene,4,Incomodo,Rara Vez,"Correo,Ninguna","Videos,No Lo Usa","No Sabe Descargar Apps,Miedo A Danar Celular",No Entender,Si,Muy Util,"Google Maps,Correo",Whatsapp,"Sabado,Jueves,Viernes",Noche,1 Vez,1.5 Horas,0-10,Biblioteca,Indiferente,Vista,Solo Si Es Gratis,Fundacion,Si
470,2025-12-12,70-79,Prefiero No Decirlo,Soledad,Bachillerato,Celular Basico,Tablet,No Tiene,5,Incomodo,Nunca,"Youtube,Ninguna",Tramites,No Sabe Descargar Apps,Perder Dinero,Si,No Me Interesa,"Banca,Redes Sociales",Mapas,Viernes,Manana,2 Veces,1 Hora,21-40,Biblioteca,Grupo Pequeno,Motricidad,Solo Si Es Gratis,Empresa Privada,No
471,2025-12-01,40-49,Masculino,Galapa,Profesional,Smartphone,Tablet,Datos Moviles,3,Incomodo,Nunca,"Google Maps,Ninguna,Banca","Tramites,Llamadas",No Sabe Descargar Apps,Ninguno,No,No Me Interesa,Google Maps,Correo,Jueves,Manana,1 Vez,1 Hora,11-20,Alcaldia,Indiferente,Vista,Si,Fundacion,No
472,2025-12-10,80+,Prefiero No Decirlo,Puerto Colombia,Bachillerato,Smartphone,Tablet,Wifi,1,Incomodo,A Veces,"Ninguna,Whatsapp",Mensajes,No Entiende Botones,Dañar Celular,No,No Me Interesa,"Gobierno,Correo,Compras",Correo,"Jueves,Miercoles,Martes","Noche,Tarde",2 Veces,45 Min,40+,Barrio,Individual,Audicion,Si,Empresa Privada,No
473,2025-12-07,70-79,Prefiero No Decirlo,Barranquilla,Ninguno,No Tiene,Computador,Wifi,4,Muy Incomodo,A Veces,Youtube,Llamadas,Ninguna,Perder Dinero,No,Poco Util,"Whatsapp,Gobierno,Google Maps",Banca,"Miercoles,Viernes",Manana,2 Veces,30 Min,40+,Alcaldia,Individual,Audicion,Solo Si Es Gratis,Familia,No
474,2025-12-12,80+,Femenino,Soledad,Profesional,Smartphone,Tablet,No Tiene,2,Muy Incomodo,Rara Vez,Whatsapp,"Mapas,No Lo Usa",No Entiende Botones,Estafas,No,Muy Util,Banca,Salud,"Lunes,Martes",Manana,1 Vez,30 Min,40+,Biblioteca,Grupo Grande,Ninguna,No,Universidad,Si
475,2025-11-15,80+,Prefiero No Decirlo,Soledad,Primaria,Celular Basico,Tablet,Datos Moviles,4,Neutral,Rara Vez,"Whatsapp,Youtube,Correo","Tramites,Llamadas",Olvida Contrasenas,Perder Dinero,Si,Muy Util,"Whatsapp,Compras",Correo,"Jueves,Viernes,Martes","Manana,Tarde",2 Veces,45 Min,21-40,Alcaldia,Grupo Pequeno,Vista,Solo Si Es Gratis,Universidad,No
476,2025-11-14,60-69,Prefiero No Decirlo,Galapa,Primaria,No Tiene,Celular,Wifi,5,Muy Comodo,A Veces,Ninguna,"Llamadas,No Lo Usa",No Sabe Descargar Apps,Estafas,Si,Poco Util,Compras,Mapas,"Miercoles,Viernes,Sabado","Tarde,Manana",2 Veces,30 Min,21-40,Barrio,Grupo Pequeno,Vista,Si,Fundacion,Si
477,2025-12-01,40-49,Masculino,Puerto Colombia,Bachillerato,Celular Basico,Tablet,No Tiene,4,Neutral,Nunca,Banca,Mapas,No Sabe Descargar Apps,No Entender,No,Muy Util,"Salud,Banca",Banca,"Viernes,Lunes","Tarde,Noche",2 Veces,30 Min,11-20,Universidad,Individual,Audicion,Si,Alcaldia,Si
478,2025-11-25,60-69,Masculino,Galapa,Ninguno,No Tiene,Ninguno,Datos Moviles,4,Neutral,Nunca,"Correo,Banca","Videos,No Lo Usa","Miedo A Danar Celular,Ninguna",Dañar Celular,Tal Vez,Muy Util,Correo,Salud,"Lunes,Sabado",Noche,1 Vez,30 Min,0-10,Barrio,Grupo Pequeno,Vista,Solo Si Es Gratis,Fundacion,Si
479,2025-12-11,70-79,Masculino,Malambo,Primaria,Celular Basico,Tablet,Datos Moviles,5,Muy Incomodo,Nunca,"Whatsapp,Google Maps,Correo",Mensajes,No Entiende Botones,Dañar Celular,No,Muy Util,"Banca,Gobierno",Correo,Jueves,"Manana,Noche",1 Vez,1.5 Horas,11-20,Universidad,Individual,Vista,No,Empresa Privada,No
480,2025-11-29,60-69,Femenino,Galapa,Bachillerato,Smartphone,Tablet,Wifi,1,Muy Comodo,Todos Los Dias,Google Maps,"Mapas,No Lo Usa","Ninguna,Olvida Contrasenas",No Entender,Si,Util,Whatsapp,Mapas,Sabado,Noche,Depende,45 Min,40+,Universidad,Indiferente,Memoria,No,Universidad,Si
481,2025-12-03,80+,Femenino,Puerto Colombia,Bachillerato,Smartphone,Ninguno,Wifi,1,Muy Incomodo,A Veces,"Correo,Ninguna",Videos,"Ninguna,No Entiende Botones",Estafas,Si,Muy Util,"Gobierno,Redes Sociales",Salud,Miercoles,Manana,3 Veces O Mas,45 Min,0-10,Universidad,Individual,Motricidad,Si,Alcaldia,No
482,2025-11-19,50-59,Femenino,Malambo,Ninguno,No Tiene,Celular,No Tiene,3,Muy Comodo,Todos Los Dias,"Banca,Ninguna","No Lo Usa,Mensajes",Miedo A Danar Celular,No Entender,No,No Me Interesa,"Banca,Compras,Salud",Salud,"Viernes,Miercoles,Lunes","Tarde,Manana",2 Veces,45 Min,40+,Universidad,Individual,Memoria,No,Familia,No
483,2025-12-07,50-59,Femenino,Malambo,Profesional,Smartphone,Tablet,No Tiene,5,Muy Comodo,A Veces,"Banca,Whatsapp,Correo",Llamadas,"Miedo A Danar Celular,No Sabe Descargar Apps",Perder Dinero,Si,Util,"Whatsapp,Correo",Salud,"Martes,Lunes,Viernes","Manana,Noche",1 Vez,1 Hora,0-10,Barrio,Grupo Pequeno,Motricidad,Solo Si Es Gratis,Familia,No
484,2025-11-16,50-59,Femenino,Barranquilla,Profesional,Smartphone,Computador,No Tiene,5,Muy Incomodo,Nunca,"Correo,Google Maps,Banca",Mensajes,No Sabe Descargar Apps,Dañar Celular,No,Util,"Gobierno,Correo,Google Maps",Salud,Viernes,Manana,1 Vez,1 Hora,0-10,Alcaldia,Indiferente,Motricidad,No,Alcaldia,Si
485,2025-11-18,50-59,Masculino,Puerto Colombia,Primaria,Celular Basico,Ninguno,Wifi,1,Incomodo,Todos Los Dias,"Banca,Google Maps,Youtube","Tramites,No Lo Usa",No Sabe Descargar Apps,No Entender,No,No Me Interesa,"Whatsapp,Google Maps,Gobierno",Correo,"Martes,Lunes","Manana,Tarde",1 Vez,1 Hora,40+,Barrio,Indiferente,Ninguna,Solo Si Es Gratis,Universidad,Si
486,2025-11-29,60-69,Prefiero No Decirlo,Puerto Colombia,Ninguno,Smartphone,Computador,No Tiene,4,Neutral,Nunca,"Banca,Correo",Videos,Ninguna,No Entender,No,Poco Util,"Compras,Salud,Correo",Banca,"Miercoles,Viernes,Jueves",Tarde,Depende,1 Hora,11-20,Barrio,Indiferente,Vista,Si,Familia,No
487,2025-12-11,70-79,Femenino,Soledad,Tecnico/Tecnologo,No Tiene,Tablet,No Tiene,4,Neutral,Rara Vez,Banca,Videos,"Ninguna,Miedo A Danar Celular",Ninguno,Si,No Me Interesa,Correo,Salud,"Martes,Viernes","Noche,Manana",Depende,30 Min,0-10,Barrio,Grupo Grande,Vista,Si,Alcaldia,Si
488,2025-12-03,80+,Prefiero No Decirlo,Soledad,Bachillerato,No Tiene,Ninguno,Wifi,2,Incomodo,Todos Los Dias,"Correo,Whatsapp,Google Maps",Mensajes,Olvida Contrasenas,Dañar Celular,No,Muy Util,"Redes Sociales,Compras",Redes Sociales,Martes,"Tarde,Noche",Depende,45 Min,21-40,Barrio,Individual,Memoria,No,Alcaldia,Si
489,2025-11-22,60-69,Masculino,Barranquilla,Ninguno,Celular Basico,Ninguno,Wifi,4,Comodo,Nunca,"Youtube,Google Maps,Whatsapp",Mapas,"Ninguna,Miedo A Danar Celular",Estafas,Tal Vez,Muy Util,"Correo,Salud",Correo,Martes,"Noche,Manana",Depende,1.5 Horas,21-40,Alcaldia,Grupo Pequeno,Ninguna,No,Familia,No
490,2025-12-05,80+,Masculino,Puerto Colombia,Tecnico/Tecnologo,No Tiene,Celular,Datos Moviles,3,Muy Comodo,A Veces,"Ninguna,Whatsapp",Llamadas,Ninguna,Perder Dinero,Si,No Me Interesa,"Salud,Redes Sociales",Salud,"Lunes,Miercoles,Sabado",Tarde,1 Vez,1.5 Horas,0-10,Biblioteca,Indiferente,Audicion,No,Empresa Privada,Si
491,2025-12-01,50-59,Femenino,Puerto Colombia,Ninguno,Celular Basico,Computador,Datos Moviles,5,Muy Incomodo,Todos Los Dias,"Whatsapp,Ninguna",Tramites,"Miedo A Danar Celular,Olvida Contrasenas",Ninguno,No,Poco Util,Whatsapp,Mapas,"Jueves,Miercoles","Tarde,Noche",Depende,30 Min,21-40,Alcaldia,Grupo Grande,Audicion,Si,Empresa Privada,No
492,2025-12-01,60-69,Masculino,Galapa,Tecnico/Tecnologo,No Tiene,Celular,No Tiene,4,Neutral,A Veces,Youtube,Mapas,Miedo A Danar Celular,Dañar Celular,Tal Vez,No Me Interesa,"Google Maps,Compras",Redes Sociales,Jueves,"Noche,Tarde",1 Vez,30 Min,40+,Universidad,Grupo Grande,Audicion,Si,Alcaldia,No
493,2025-12-09,50-59,Femenino,Soledad,Bachillerato,Celular Basico,Tablet,Datos Moviles,4,Comodo,Todos Los Dias,"Correo,Youtube","Tramites,Llamadas","No Entiende Botones,Ninguna",Estafas,Si,Poco Util,"Banca,Whatsapp,Google Maps",Correo,"Viernes,Sabado","Manana,Noche",1 Vez,30 Min,40+,Alcaldia,Indiferente,Memoria,Solo Si Es Gratis,Universidad,Si
494,2025-11-17,40-49,Femenino,Puerto Colombia,Ninguno,Celular Basico,Ninguno,Wifi,3,Comodo,Rara Vez,"Correo,Google Maps,Youtube","Llamadas,Mensajes",Miedo A Danar Celular,Estafas,Si,Poco Util,Gobierno,Mapas,Jueves,"Noche,Tarde",1 Vez,1.5 Horas,21-40,Biblioteca,Grupo Grande,Motricidad,Solo Si Es Gratis,Universidad,No
495,2025-12-10,40-49,Prefiero No Decirlo,Puerto Colombia,Bachillerato,No Tiene,Computador,Datos Moviles,3,Neutral,Nunca,Ninguna,"Videos,No Lo Usa","Olvida Contrasenas,No Sabe Descargar Apps",Dañar Celular,No,Util,Banca,Whatsapp,Martes,Noche,Depende,1 Hora,40+,Barrio,Indiferente,Memoria,No,Universidad,Si
496,2025-11-23,60-69,Prefiero No Decirlo,Soledad,Profesional,Smartphone,Celular,Wifi,5,Muy Comodo,Todos Los Dias,"Youtube,Whatsapp,Correo","No Lo Usa,Llamadas",No Entiende Botones,Ninguno,Tal Vez,Util,Correo,Mapas,"Sabado,Martes,Lunes","Noche,Manana",3 Veces O Mas,45 Min,21-40,Biblioteca,Grupo Grande,Audicion,No,Alcaldia,Si
497,2025-11-17,40-49,Prefiero No Decirlo,Barranquilla,Profesional,Celular Basico,Ninguno,No Tiene,3,Muy Comodo,Nunca,"Google Maps,Youtube","Videos,No Lo Usa","Olvida Contrasenas,Ninguna",No Entender,Si,Util,"Redes Sociales,Gobierno,Whatsapp",Salud,"Viernes,Martes,Jueves",Manana,3 Veces O Mas,45 Min,0-10,Biblioteca,Indiferente,Ninguna,Solo Si Es Gratis,Empresa Privada,No
498,2025-11-19,80+,Prefiero No Decirlo,Puerto Colombia,Profesional,No Tiene,Tablet,No Tiene,5,Muy Incomodo,A Veces,"Correo,Banca",Mapas,Olvida Contrasenas,No Entender,No,Util,"Compras,Banca",Whatsapp,Sabado,"Noche,Tarde",2 Veces,1 Hora,11-20,Biblioteca,Grupo Pequeno,Ninguna,No,Universidad,Si
499,2025-12-07,80+,Femenino,Soledad,Primaria,No Tiene,Ninguno,Wifi,4,Incomodo,Rara Vez,Banca,No Lo Usa,Miedo A Danar Celular,Perder Dinero,Si,Muy Util,Whatsapp,Banca,Martes,Manana,1 Vez,1.5 Horas,40+,Alcaldia,Indiferente,Vista,Si,Alcaldia,No
500,2025-11-22,70-79,Femenino,Barranquilla,Ninguno,Smartphone,Computador,Wifi,3,Comodo,Nunca,"Whatsapp,Youtube","Videos,Mensajes",Ninguna,Ninguno,Si,No Me Interesa,"Compras,Gobierno",Correo,"Martes,Sabado,Miercoles","Tarde,Noche",1 Vez,30 Min,0-10,Biblioteca,Individual,Memoria,No,Universidad,Si
501,2025-12-03,60-69,Masculino,Puerto Colombia,Profesional,Celular Basico,Celular,Datos Moviles,1,Muy Incomodo,Todos Los Dias,"Ninguna,Correo","Videos,Llamadas",No Entiende Botones,No Entender,Tal Vez,Poco Util,Banca,Redes Sociales,Miercoles,Tarde,3 Veces O Mas,30 Min,40+,Universidad,Indiferente,Vista,Solo Si Es Gratis,Familia,Si
502,2025-12-03,80+,Femenino,Galapa,Profesional,No Tiene,Tablet,Datos Moviles,5,Incomodo,Todos Los Dias,"Ninguna,Banca,Correo",Mapas,"No Entiende Botones,Miedo A Danar Celular",Ninguno,Tal Vez,Muy Util,"Gobierno,Compras",Correo,Miercoles,Tarde,Depende,45 Min,21-40,Alcaldia,Individual,Ninguna,No,Fundacion,Si
503,2025-11-22,80+,Femenino,Soledad,Primaria,Smartphone,Tablet,Datos Moviles,3,Comodo,Rara Vez,"Whatsapp,Google Maps",Tramites,Ninguna,Dañar Celular,Si,Muy Util,"Redes Sociales,Google Maps",Correo,"Lunes,Jueves","Tarde,Noche",1 Vez,45 Min,40+,Universidad,Indiferente,Ninguna,Si,Alcaldia,Si
504,2025-11-27,80+,Femenino,Malambo,Primaria,No Tiene,Ninguno,Wifi,4,Neutral,Rara Vez,Youtube,"Videos,Tramites",No Sabe Descargar Apps,Estafas,No,Poco Util,"Redes Sociales,Google Maps,Banca",Whatsapp,"Miercoles,Sabado,Viernes","Manana,Tarde",Depende,45 Min,0-10,Biblioteca,Grupo Pequeno,Motricidad,No,Alcaldia,Si
505,2025-11-14,40-49,Femenino,Galapa,Bachillerato,No Tiene,Computador,Datos Moviles,3,Muy Incomodo,Todos Los Dias,Youtube,Videos,"Miedo A Danar Celular,Ninguna",Ninguno,No,Poco Util,"Correo,Whatsapp,Compras",Whatsapp,"Viernes,Sabado",Manana,3 Veces O Mas,1.5 Horas,11-20,Barrio,Grupo Pequeno,Memoria,Si,Fundacion,No
506,2025-12-14,70-79,Femenino,Barranquilla,Tecnico/Tecnologo,No Tiene,Celular,Wifi,1,Muy Comodo,A Veces,Banca,Mapas,No Entiende Botones,Dañar Celular,Si,No Me Interesa,Whatsapp,Redes Sociales,"Martes,Jueves",Noche,2 Veces,45 Min,0-10,Barrio,Indiferente,Vista,No,Familia,No
507,2025-11-23,40-49,Femenino,Galapa,Tecnico/Tecnologo,No Tiene,Celular,No Tiene,5,Neutral,A Veces,"Google Maps,Youtube,Banca","Mapas,Tramites",No Sabe Descargar Apps,Dañar Celular,Si,Poco Util,"Gobierno,Compras",Whatsapp,"Sabado,Lunes",Tarde,2 Veces,1 Hora,0-10,Biblioteca,Individual,Vista,No,Empresa Privada,Si
508,2025-12-10,60-69,Prefiero No Decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,Wifi,4,Neutral,Rara Vez,"Google Maps,Correo,Ninguna",Videos,No Sabe Descargar Apps,Ninguno,Si,No Me Interesa,"Compras,Whatsapp",Redes Sociales,"Jueves,Martes",Noche,3 Veces O Mas,1 Hora,11-20,Universidad,Grupo Pequeno,Motricidad,Si,Fundacion,No
509,2025-12-02,50-59,Prefiero No Decirlo,Barranquilla,Tecnico/Tecnologo,Celular Basico,Celular,Datos Moviles,4,Neutral,Nunca,"Google Maps,Correo","Videos,Llamadas","No Sabe Descargar Apps,Miedo A Danar Celular",Perder Dinero,No,Util,"Whatsapp,Correo,Gobierno",Correo,"Miercoles,Lunes",Tarde,3 Veces O Mas,30 Min,0-10,Biblioteca,Individual,Vista,Si,Fundacion,No
510,2025-12-11,80+,Prefiero No Decirlo,Barranquilla,Bachillerato,Celular Basico,Computador,No Tiene,4,Comodo,Nunca,"Ninguna,Youtube,Banca",Mapas,"Miedo A Danar Celular,Olvida Contrasenas",Dañar Celular,No,Muy Util,"Google Maps,Whatsapp,Compras",Redes Sociales,Martes,"Tarde,Noche",1 Vez,30 Min,11-20,Alcaldia,Individual,Vista,No,Alcaldia,No
511,2025-12-08,50-59,Masculino,Puerto Colombia,Tecnico/Tecnologo,Celular Basico,Computador,Wifi,4,Neutral,Nunca,"Whatsapp,Correo",Mensajes,"Ninguna,No Entiende Botones",Dañar Celular,No,Poco Util,"Whatsapp,Banca,Redes Sociales",Whatsapp,Lunes,"Tarde,Manana",3 Veces O Mas,30 Min,11-20,Barrio,Individual,Motricidad,No,Universidad,Si
512,2025-11-16,50-59,Masculino,Barranquilla,Ninguno,No Tiene,Computador,Wifi,1,Muy Comodo,A Veces,"Banca,Whatsapp,Youtube","Tramites,No Lo Usa",Ninguna,Dañar Celular,Tal Vez,Util,"Redes Sociales,Banca",Whatsapp,"Jueves,Lunes",Manana,Depende,1.5 Horas,0-10,Barrio,Indiferente,Ninguna,No,Familia,Si
513,2025-12-12,80+,Masculino,Galapa,Profesional,Celular Basico,Celular,No Tiene,2,Comodo,A Veces,"Ninguna,Youtube,Banca",Tramites,"Olvida Contrasenas,Ninguna",Perder Dinero,Si,Muy Util,"Gobierno,Salud",Salud,Miercoles,"Manana,Noche",2 Veces,1 Hora,0-10,Barrio,Indiferente,Audicion,No,Empresa Privada,No
514,2025-12-10,70-79,Femenino,Malambo,Primaria,Celular Basico,Computador,Wifi,5,Muy Incomodo,Rara Vez,"Banca,Youtube,Ninguna",Videos,"No Entiende Botones,Ninguna",Estafas,No,Muy Util,"Whatsapp,Redes Sociales,Salud",Redes Sociales,Miercoles,Manana,Depende,1 Hora,11-20,Barrio,Grupo Pequeno,Vista,Si,Fundacion,No
515,2025-11-30,50-59,Femenino,Puerto Colombia,Primaria,Celular Basico,Computador,Datos Moviles,3,Muy Comodo,Todos Los Dias,"Banca,Youtube",Mensajes,"Olvida Contrasenas,Miedo A Danar Celular",No Entender,Si,Util,Compras,Redes Sociales,Lunes,Tarde,3 Veces O Mas,1 Hora,11-20,Barrio,Grupo Grande,Memoria,No,Alcaldia,Si
516,2025-12-14,70-79,Femenino,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,No Tiene,5,Muy Incomodo,Rara Vez,Correo,Llamadas,No Entiende Botones,Dañar Celular,No,Muy Util,"Gobierno,Redes Sociales,Whatsapp",Redes Sociales,"Viernes,Lunes","Manana,Noche",Depende,45 Min,21-40,Universidad,Individual,Ninguna,No,Familia,No
517,2025-11-22,70-79,Femenino,Barranquilla,Profesional,No Tiene,Celular,No Tiene,1,Neutral,Rara Vez,"Banca,Ninguna",Llamadas,"Ninguna,Miedo A Danar Celular",Ninguno,No,No Me Interesa,Correo,Mapas,"Lunes,Sabado",Manana,Depende,45 Min,0-10,Barrio,Grupo Pequeno,Ninguna,Si,Familia,No
518,2025-11-27,50-59,Prefiero No Decirlo,Soledad,Bachillerato,No Tiene,Tablet,Wifi,3,Muy Incomodo,A Veces,"Correo,Google Maps",No Lo Usa,Ninguna,Estafas,Si,No Me Interesa,"Salud,Redes Sociales",Whatsapp,"Martes,Lunes,Sabado",Noche,2 Veces,30 Min,21-40,Biblioteca,Grupo Pequeno,Audicion,Si,Fundacion,No
519,2025-12-03,50-59,Prefiero No Decirlo,Barranquilla,Bachillerato,Celular Basico,Tablet,Wifi,2,Muy Comodo,Nunca,"Google Maps,Whatsapp","Videos,Mapas",No Entiende Botones,Estafas,Tal Vez,Util,"Gobierno,Salud",Mapas,"Viernes,Lunes",Manana,1 Vez,30 Min,11-20,Barrio,Indiferente,Vista,No,Empresa Privada,No
520,2025-11-17,80+,Femenino,Soledad,Ninguno,No Tiene,Tablet,Wifi,1,Neutral,Rara Vez,"Banca,Google Maps,Whatsapp","Mapas,Mensajes",Ninguna,Estafas,Si,Muy Util,"Gobierno,Whatsapp",Correo,Miercoles,"Noche,Tarde",Depende,1.5 Horas,40+,Barrio,Indiferente,Audicion,Solo Si Es Gratis,Fundacion,Si
521,2025-12-12,80+,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Celular Basico,Celular,Datos Moviles,5,Neutral,A Veces,"Ninguna,Whatsapp","Mapas,No Lo Usa",Olvida Contrasenas,Ninguno,Si,Util,"Compras,Google Maps,Whatsapp",Mapas,"Viernes,Jueves,Martes","Manana,Noche",2 Veces,1.5 Horas,11-20,Alcaldia,Individual,Vista,No,Universidad,No
522,2025-12-08,70-79,Prefiero No Decirlo,Soledad,Tecnico/Tecnologo,No Tiene,Computador,Datos Moviles,2,Muy Incomodo,Nunca,"Ninguna,Correo,Whatsapp","Mensajes,No Lo Usa","No Entiende Botones,No Sabe Descargar Apps",Dañar Celular,Si,Util,"Redes Sociales,Compras,Banca",Banca,"Miercoles,Jueves,Martes","Noche,Manana",3 Veces O Mas,45 Min,11-20,Biblioteca,Grupo Grande,Audicion,Si,Universidad,Si
523,2025-12-12,60-69,Prefiero No Decirlo,Puerto Colombia,Profesional,Celular Basico,Celular,Datos Moviles,3,Neutral,Todos Los Dias,"Correo,Banca,Google Maps","Videos,Mapas","Ninguna,Olvida Contrasenas",Dañar Celular,Si,Poco Util,Compras,Mapas,"Jueves,Miercoles,Sabado","Noche,Tarde",1 Vez,1.5 Horas,11-20,Universidad,Grupo Pequeno,Vista,Si,Empresa Privada,No
524,2025-12-03,40-49,Prefiero No Decirlo,Barranquilla,Ninguno,Celular Basico,Computador,No Tiene,1,Neutral,Rara Vez,"Banca,Youtube","Videos,Tramites","No Sabe Descargar Apps,Olvida Contrasenas",No Entender,Si,Muy Util,Whatsapp,Salud,"Martes,Sabado","Noche,Manana",3 Veces O Mas,45 Min,40+,Barrio,Grupo Grande,Vista,Solo Si Es Gratis,Empresa Privada,Si
525,2025-12-07,50-59,Masculino,Barranquilla,Tecnico/Tecnologo,Celular Basico,Computador,Wifi,1,Comodo,Todos Los Dias,Ninguna,"Mensajes,Llamadas",No Entiende Botones,Ninguno,No,Muy Util,"Redes Sociales,Banca",Banca,Lunes,"Noche,Tarde",1 Vez,1 Hora,21-40,Biblioteca,Grupo Pequeno,Motricidad,Solo Si Es Gratis,Empresa Privada,Si
526,2025-12-01,80+,Masculino,Malambo,Tecnico/Tecnologo,No Tiene,Ninguno,Wifi,1,Comodo,Rara Vez,"Youtube,Whatsapp,Correo","No Lo Usa,Mensajes",No Sabe Descargar Apps,No Entender,Tal Vez,Util,"Compras,Salud,Redes Sociales",Mapas,"Martes,Sabado","Manana,Noche",3 Veces O Mas,30 Min,0-10,Universidad,Grupo Pequeno,Memoria,Solo Si Es Gratis,Alcaldia,Si
527,2025-11-15,60-69,Masculino,Puerto Colombia,Primaria,Smartphone,Celular,Wifi,4,Incomodo,Rara Vez,Google Maps,Videos,"Miedo A Danar Celular,No Entiende Botones",No Entender,Si,Poco Util,Banca,Banca,"Viernes,Lunes","Manana,Noche",2 Veces,30 Min,11-20,Alcaldia,Grupo Grande,Motricidad,Solo Si Es Gratis,Universidad,No
528,2025-12-09,40-49,Prefiero No Decirlo,Soledad,Ninguno,No Tiene,Ninguno,Wifi,3,Incomodo,A Veces,"Google Maps,Youtube,Banca",Mensajes,No Sabe Descargar Apps,Perder Dinero,No,Util,"Google Maps,Whatsapp,Gobierno",Mapas,"Sabado,Martes","Manana,Noche",2 Veces,1.5 Horas,40+,Barrio,Grupo Grande,Vista,No,Fundacion,Si
529,2025-11-15,40-49,Prefiero No Decirlo,Galapa,Primaria,No Tiene,Tablet,Datos Moviles,5,Comodo,Nunca,"Youtube,Ninguna,Correo",Llamadas,No Sabe Descargar Apps,Estafas,Si,No Me Interesa,Redes Sociales,Redes Sociales,"Martes,Viernes,Sabado",Tarde,Depende,1 Hora,21-40,Alcaldia,Indiferente,Audicion,No,Fundacion,No
530,2025-12-10,50-59,Femenino,Soledad,Bachillerato,Smartphone,Tablet,No Tiene,5,Muy Incomodo,Nunca,"Google Maps,Ninguna,Youtube","Tramites,No Lo Usa",Miedo A Danar Celular,Perder Dinero,No,Poco Util,"Whatsapp,Salud",Banca,"Miercoles,Martes,Sabado",Tarde,2 Veces,1.5 Horas,11-20,Barrio,Individual,Ninguna,Si,Empresa Privada,No
